,t,y,x
114,114.83517,0.6792452830188679,2.315436241610738
115,115.83488,0.6792452830188679,2.3288590604026846
116,116.83502,0.6698113207547169,2.335570469798658
117,117.83519,0.6698113207547169,2.348993288590604
118,118.8354,0.6698113207547169,2.3624161073825505
119,119.83521,0.6698113207547169,2.3691275167785233
120,120.83497,0.6698113207547169,2.38255033557047
121,121.83482,0.6698113207547169,2.3959731543624163
122,122.83459,0.6698113207547169,2.4093959731543624
123,123.83427,0.6698113207547169,2.4161073825503356
124,124.8342,0.660377358490566,2.4295302013422817
125,125.83585,0.660377358490566,2.436241610738255
126,126.83557,0.660377358490566,2.4496644295302015
127,127.83547,0.660377358490566,2.469798657718121
128,128.83559,0.660377358490566,2.476510067114094
129,129.83559,0.660377358490566,2.4832214765100673
130,130.8353,0.660377358490566,2.48993288590604
