,t,y,x
0,0.85871,1.0,1.0
1,1.85935,0.975609756097561,1.0141342756183747
2,2.85879,0.975609756097561,1.0247349823321554
3,3.85906,0.9634146341463414,1.0424028268551238
4,4.85951,0.9634146341463414,1.0530035335689045
5,5.85955,0.9512195121951219,1.0706713780918728
6,6.85962,0.9634146341463414,1.0812720848056536
7,7.8592,0.9512195121951219,1.098939929328622
8,8.85913,0.9390243902439024,1.1130742049469964
9,9.85959,0.9390243902439024,1.1236749116607774
10,10.85886,0.9390243902439024,1.1413427561837455
11,11.85967,0.926829268292683,1.1519434628975265
12,12.86029,0.926829268292683,1.1660777385159011
13,13.85928,0.926829268292683,1.1802120141342756
14,14.85922,0.9024390243902439,1.1943462897526502
15,15.85914,0.9024390243902439,1.204946996466431
16,16.85955,0.9024390243902439,1.2190812720848057
17,17.85952,0.8902439024390244,1.2332155477031803
18,18.85997,0.8902439024390244,1.2473498233215548
19,19.85996,0.8780487804878049,1.2614840989399294
20,20.86018,0.8780487804878049,1.2720848056537102
21,21.85994,0.8780487804878049,1.2826855123674912
22,22.86005,0.8780487804878049,1.2968197879858658
23,23.86017,0.8780487804878049,1.3074204946996466
24,24.86014,0.8780487804878049,1.3180212014134276
25,25.86003,0.8658536585365854,1.3356890459363957
26,26.85987,0.8536585365853658,1.3462897526501767
27,27.86022,0.8536585365853658,1.3604240282685511
28,28.85977,0.8536585365853658,1.3745583038869258
29,29.85977,0.8536585365853658,1.3851590106007068
30,30.86049,0.8414634146341463,1.3992932862190812
31,31.8604,0.8414634146341463,1.4098939929328622
32,32.8602,0.8292682926829268,1.4240282685512367
33,33.86056,0.8292682926829268,1.4381625441696113
34,34.85982,0.8292682926829268,1.4487632508833923
35,35.85963,0.8170731707317073,1.4628975265017667
36,36.86079,0.8170731707317073,1.4770318021201414
37,37.86005,0.8170731707317073,1.4876325088339222
38,38.86034,0.8048780487804879,1.5017667844522968
39,39.86109,0.8048780487804879,1.5159010600706713
40,40.86073,0.8048780487804879,1.530035335689046
41,41.86075,0.7926829268292683,1.540636042402827
42,42.86036,0.7926829268292683,1.5547703180212014
43,43.86041,0.7926829268292683,1.5618374558303887
44,44.86053,0.7926829268292683,1.5795053003533568
45,45.86104,0.7926829268292683,1.5971731448763251
46,46.86084,0.7926829268292683,1.607773851590106
47,47.86034,0.7804878048780488,1.6183745583038869
48,48.86059,0.7804878048780488,1.6325088339222615
49,49.8602,0.7804878048780488,1.646643109540636
50,50.86065,0.7804878048780488,1.657243816254417
51,51.86047,0.7682926829268293,1.6713780918727916
52,52.86127,0.7682926829268293,1.685512367491166
53,53.86122,0.7682926829268293,1.6925795053003534
54,54.86028,0.7682926829268293,1.7102473498233215
55,55.86117,0.7560975609756098,1.7243816254416962
56,56.86128,0.7560975609756098,1.7314487632508835
57,57.86105,0.7560975609756098,1.7491166077738516
58,58.86044,0.7560975609756098,1.7597173144876326
59,59.86165,0.7560975609756098,1.7703180212014133
60,60.86119,0.7560975609756098,1.7809187279151943
61,61.86139,0.7560975609756098,1.795053003533569
62,62.86081,0.7317073170731707,1.8091872791519434
63,63.8612,0.7317073170731707,1.823321554770318
64,64.8608,0.7317073170731707,1.8339222614840989
65,65.86128,0.7317073170731707,1.8480565371024735
66,66.86088,0.7317073170731707,1.8551236749116609
67,67.86155,0.7195121951219512,1.872791519434629
68,68.8612,0.7317073170731707,1.88339222614841
69,69.86192,0.7195121951219512,1.8975265017667844
70,70.86129,0.7195121951219512,1.911660777385159
71,71.86139,0.7195121951219512,1.9257950530035335
72,72.86102,0.7195121951219512,1.9328621908127208
73,73.8613,0.7195121951219512,1.9505300353356891
74,74.86158,0.7195121951219512,1.96113074204947
75,75.8615,0.7195121951219512,1.971731448763251
76,76.86133,0.7073170731707317,1.989399293286219
77,77.86131,0.6951219512195121,2.0
78,78.86188,0.6951219512195121,2.0141342756183747
79,79.86191,0.6951219512195121,2.0282685512367493
80,80.86164,0.6951219512195121,2.03886925795053
81,81.86165,0.6829268292682927,2.0530035335689045
82,82.8613,0.6829268292682927,2.0636042402826855
83,83.86171,0.6829268292682927,2.07773851590106
84,84.86177,0.6829268292682927,2.088339222614841
85,85.86168,0.6829268292682927,2.1024734982332154
86,86.86164,0.6829268292682927,2.1201413427561837
87,87.86211,0.6829268292682927,2.127208480565371
88,88.86175,0.6951219512195121,2.1413427561837457
89,89.86168,0.6707317073170732,2.1554770318021204
90,90.86176,0.6707317073170732,2.1731448763250882
91,91.8617,0.6707317073170732,2.1802120141342756
92,92.8621,0.6707317073170732,2.1908127208480566
93,93.86163,0.6707317073170732,2.204946996466431
94,94.86228,0.6707317073170732,2.215547703180212
95,95.86189,0.6707317073170732,2.2296819787985864
96,96.86205,0.6707317073170732,2.243816254416961
97,97.86163,0.6707317073170732,2.2508833922261484
98,98.86212,0.6585365853658537,2.2508833922261484
99,99.86218,0.6585365853658537,2.275618374558304
100,100.86225,0.6585365853658537,2.275618374558304
101,101.8621,0.6585365853658537,2.2897526501766783
102,102.86207,0.6585365853658537,2.293286219081272
103,103.86168,0.6585365853658537,2.303886925795053
104,104.86179,0.6463414634146342,2.3109540636042403
105,105.86227,0.6463414634146342,2.3215547703180213
106,106.86213,0.6341463414634146,2.3321554770318023
107,107.8619,0.6341463414634146,2.3392226148409896
108,108.86204,0.6463414634146342,2.34982332155477
109,109.86249,0.6463414634146342,2.360424028268551
110,110.86245,0.6463414634146342,2.3674911660777385
111,111.86238,0.6463414634146342,2.3780918727915195
112,112.8626,0.6463414634146342,2.385159010600707
